epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,11231.1,0.42878,0.29807,0.86172,0.87341,0.71192,0.75847,0.67214,0.35049,0.30579,0.6618,0.001512,0.001512,0.001512
188,11290.3,0.43141,0.30013,0.86162,0.93575,0.71416,0.763,0.67981,0.35491,0.27678,0.6647,0.001504,0.001504,0.001504
189,11349.6,0.45032,0.30416,0.85659,0.93493,0.713,0.76851,0.67981,0.37458,0.28298,0.67852,0.001496,0.001496,0.001496
190,11408.8,0.42777,0.2934,0.8613,0.91714,0.72301,0.771,0.67983,0.36597,0.28772,0.66847,0.001488,0.001488,0.001488
191,11468,0.4512,0.3046,0.85608,0.9233,0.72051,0.76549,0.67772,0.38076,0.33648,0.68934,0.00148,0.00148,0.00148
192,11527.2,0.44589,0.3045,0.86125,0.94094,0.71166,0.75805,0.6746,0.37491,0.33711,0.69964,0.001472,0.001472,0.001472
193,11586.5,0.42546,0.29348,0.85862,0.942,0.71299,0.76234,0.68002,0.36961,0.27505,0.66634,0.001464,0.001464,0.001464
194,11645.8,0.43886,0.30435,0.8613,0.92365,0.71815,0.75967,0.67608,0.36939,0.28247,0.669,0.001456,0.001456,0.001456
195,11705.2,0.43273,0.29466,0.86002,0.93232,0.71341,0.76313,0.68234,0.36342,0.27014,0.67142,0.001448,0.001448,0.001448
196,11764.3,0.44239,0.30379,0.86293,0.93845,0.71587,0.76208,0.6839,0.35944,0.25767,0.66721,0.00144,0.00144,0.00144
197,11823.3,0.42204,0.29391,0.86235,0.93872,0.71574,0.75955,0.67927,0.36591,0.2842,0.66798,0.001432,0.001432,0.001432
198,11882.4,0.41407,0.28656,0.85556,0.93621,0.70489,0.75956,0.68183,0.37118,0.31596,0.68012,0.001424,0.001424,0.001424
199,11941.6,0.44482,0.3045,0.86005,0.93311,0.70117,0.76076,0.676,0.35726,0.27154,0.66352,0.001416,0.001416,0.001416
200,12000.8,0.43404,0.29992,0.85758,0.92045,0.69781,0.75396,0.65794,0.39601,0.35538,0.69866,0.001408,0.001408,0.001408
201,12062.1,0.42935,0.29565,0.85689,0.9163,0.68379,0.75353,0.66612,0.37255,0.32156,0.69642,0.0014,0.0014,0.0014
202,12121.4,0.41956,0.29076,0.86402,0.89775,0.71263,0.76503,0.67813,0.36394,0.31008,0.69311,0.001392,0.001392,0.001392
203,12181.6,0.41581,0.28502,0.8582,0.95363,0.70091,0.76319,0.68412,0.38263,0.30964,0.68552,0.001384,0.001384,0.001384
204,12244.9,0.44237,0.30322,0.85562,0.91449,0.72125,0.76786,0.68135,0.35822,0.2562,0.66378,0.001376,0.001376,0.001376
205,12305.2,0.43628,0.29814,0.85657,0.92301,0.71305,0.77282,0.6817,0.3556,0.25666,0.65539,0.001368,0.001368,0.001368
206,12369.1,0.4202,0.29033,0.84746,0.96256,0.6963,0.76367,0.68282,0.3547,0.25122,0.65712,0.00136,0.00136,0.00136
207,12431.6,0.42981,0.29273,0.85774,0.88797,0.70546,0.76021,0.68084,0.34969,0.27826,0.65698,0.001352,0.001352,0.001352
208,12494.2,0.42507,0.29371,0.85645,0.90259,0.70657,0.75778,0.67668,0.3675,0.27304,0.67716,0.001344,0.001344,0.001344
209,12556.5,0.41132,0.28652,0.85492,0.93496,0.7033,0.75846,0.68006,0.33834,0.26344,0.64803,0.001336,0.001336,0.001336
210,12619.7,0.41886,0.28633,0.85964,0.92318,0.70561,0.76311,0.68272,0.33862,0.24165,0.64605,0.001328,0.001328,0.001328
211,12681.8,0.42132,0.28746,0.85373,0.94032,0.69992,0.76443,0.68428,0.34456,0.25347,0.65573,0.00132,0.00132,0.00132
212,12743.8,0.42597,0.28594,0.85651,0.91323,0.70734,0.76551,0.68325,0.33491,0.24935,0.65415,0.001312,0.001312,0.001312
213,12804.3,0.41745,0.28478,0.85406,0.92638,0.70006,0.76129,0.68086,0.33853,0.25342,0.64803,0.001304,0.001304,0.001304
214,12864.9,0.41686,0.28913,0.85349,0.92176,0.70943,0.76397,0.68169,0.33546,0.2604,0.65025,0.001296,0.001296,0.001296
215,12925.3,0.40116,0.27962,0.85351,0.92058,0.70735,0.76972,0.68882,0.32993,0.26228,0.64831,0.001288,0.001288,0.001288
216,12987,0.41358,0.28539,0.84902,0.93796,0.70995,0.76832,0.68876,0.33107,0.27557,0.65489,0.00128,0.00128,0.00128
217,13047.2,0.42211,0.28818,0.85828,0.95226,0.70959,0.7686,0.68394,0.34514,0.29208,0.66708,0.001272,0.001272,0.001272
218,13107.6,0.40207,0.27816,0.8539,0.95131,0.71025,0.77018,0.68692,0.35643,0.28405,0.69051,0.001264,0.001264,0.001264
219,13166.7,0.38294,0.26763,0.84956,0.93366,0.71506,0.76894,0.68558,0.35604,0.28354,0.68049,0.001256,0.001256,0.001256
220,13226.6,0.41228,0.28116,0.85645,0.88907,0.71628,0.76758,0.67887,0.36662,0.33015,0.67819,0.001248,0.001248,0.001248
221,13286.6,0.43058,0.29107,0.85526,0.89171,0.71251,0.76118,0.67513,0.38117,0.35859,0.6897,0.00124,0.00124,0.00124
222,13345.8,0.40788,0.28212,0.85692,0.92468,0.71544,0.76288,0.67432,0.36579,0.32369,0.68552,0.001232,0.001232,0.001232
223,13405.1,0.40102,0.27364,0.85224,0.94069,0.71399,0.7617,0.67851,0.35774,0.29473,0.69206,0.001224,0.001224,0.001224
224,13464.1,0.41871,0.28389,0.85219,0.86516,0.70515,0.74716,0.66603,0.36987,0.30775,0.6919,0.001216,0.001216,0.001216
225,13523.1,0.40919,0.27572,0.85402,0.94702,0.70702,0.75861,0.67806,0.33742,0.2397,0.64898,0.001208,0.001208,0.001208
226,13581.7,0.40347,0.28271,0.85444,0.9564,0.7143,0.76826,0.68733,0.33495,0.23389,0.64474,0.0012,0.0012,0.0012
227,13640.9,0.41807,0.28753,0.85477,0.94075,0.71674,0.76592,0.68703,0.34494,0.2563,0.65963,0.001192,0.001192,0.001192
228,13699.8,0.3889,0.26929,0.84893,0.9384,0.71449,0.76579,0.68307,0.38499,0.29937,0.73382,0.001184,0.001184,0.001184
229,13758.7,0.39554,0.27606,0.85234,0.94162,0.70996,0.76733,0.68579,0.35675,0.28252,0.68445,0.001176,0.001176,0.001176
230,13817.7,0.3932,0.27293,0.85001,0.93597,0.71149,0.76862,0.68938,0.34278,0.25762,0.65635,0.001168,0.001168,0.001168
231,13878.3,0.40762,0.27762,0.85206,0.93763,0.71453,0.76992,0.69104,0.33815,0.25414,0.65578,0.00116,0.00116,0.00116
232,13938.6,0.4129,0.27483,0.85196,0.92415,0.72523,0.77004,0.68771,0.32854,0.2427,0.64191,0.001152,0.001152,0.001152
233,13997.5,0.40437,0.27751,0.85208,0.92208,0.71818,0.77174,0.69068,0.33273,0.24799,0.65782,0.001144,0.001144,0.001144
234,14056.5,0.39956,0.27392,0.85396,0.93602,0.72765,0.77186,0.69081,0.3325,0.25436,0.66368,0.001136,0.001136,0.001136
235,14115.1,0.40539,0.27842,0.85299,0.92462,0.72537,0.77097,0.68712,0.35659,0.30773,0.70448,0.001128,0.001128,0.001128
236,14174.1,0.40192,0.27401,0.8523,0.93563,0.72124,0.76602,0.68322,0.34504,0.28214,0.68121,0.00112,0.00112,0.00112
237,14232.8,0.3921,0.27186,0.85462,0.94319,0.71246,0.76665,0.68519,0.33473,0.24061,0.65838,0.001112,0.001112,0.001112
238,14291.9,0.39718,0.26946,0.84949,0.91341,0.71246,0.7665,0.68817,0.33117,0.24574,0.65225,0.001104,0.001104,0.001104
239,14352.1,0.39238,0.27173,0.85049,0.94151,0.71777,0.76822,0.69116,0.34025,0.25341,0.65115,0.001096,0.001096,0.001096
240,14415.6,0.39297,0.27077,0.85188,0.92864,0.71996,0.76555,0.68779,0.34143,0.26715,0.65446,0.001088,0.001088,0.001088
241,14474.7,0.42468,0.28119,0.85264,0.91332,0.71626,0.7691,0.6864,0.33591,0.25292,0.6499,0.00108,0.00108,0.00108
242,14533.4,0.39772,0.27121,0.84943,0.90335,0.70996,0.77053,0.68235,0.33109,0.26369,0.64633,0.001072,0.001072,0.001072
243,14592.4,0.40222,0.27007,0.84969,0.94119,0.71622,0.76712,0.68908,0.32952,0.25797,0.64733,0.001064,0.001064,0.001064
244,14651.3,0.39477,0.27344,0.85527,0.95044,0.71318,0.77245,0.69188,0.3294,0.24134,0.64615,0.001056,0.001056,0.001056
245,14710.5,0.40412,0.28139,0.85083,0.94507,0.71449,0.76917,0.69037,0.33755,0.25824,0.65822,0.001048,0.001048,0.001048
246,14769.3,0.41117,0.28064,0.85071,0.92541,0.71831,0.76921,0.68928,0.34406,0.31955,0.6624,0.00104,0.00104,0.00104
247,14828.1,0.38993,0.26737,0.84884,0.95166,0.70354,0.76292,0.6859,0.34843,0.26648,0.65783,0.001032,0.001032,0.001032
248,14887,0.40339,0.27374,0.85183,0.92913,0.7222,0.76484,0.67971,0.43427,0.4133,0.72597,0.001024,0.001024,0.001024
249,14945.7,0.39864,0.27242,0.85025,0.92608,0.71791,0.76843,0.68695,0.34484,0.25863,0.66408,0.001016,0.001016,0.001016
250,15004.6,0.389,0.27006,0.84987,0.91883,0.70961,0.76782,0.68498,0.33659,0.25391,0.66149,0.001008,0.001008,0.001008
251,15063.5,0.4035,0.27605,0.85059,0.93802,0.7205,0.77245,0.69027,0.32501,0.24828,0.65226,0.001,0.001,0.001
252,15122.5,0.39743,0.26751,0.85001,0.93791,0.72744,0.77348,0.6888,0.3282,0.24869,0.65552,0.000992,0.000992,0.000992
253,15181.2,0.39093,0.27248,0.84854,0.9275,0.72035,0.7717,0.68981,0.33129,0.25056,0.65193,0.000984,0.000984,0.000984
254,15240.2,0.37779,0.26279,0.85034,0.92791,0.72225,0.76997,0.68884,0.33927,0.24504,0.66121,0.000976,0.000976,0.000976
255,15299.2,0.39027,0.26735,0.84835,0.93996,0.71709,0.77088,0.68828,0.33336,0.24016,0.65616,0.000968,0.000968,0.000968
256,15358,0.37966,0.25957,0.84683,0.93634,0.71214,0.77085,0.69252,0.33153,0.24234,0.65621,0.00096,0.00096,0.00096
257,15417.2,0.40695,0.27098,0.85218,0.91868,0.70942,0.76462,0.69222,0.3209,0.23264,0.64551,0.000952,0.000952,0.000952
258,15476.3,0.38565,0.26279,0.84931,0.93598,0.71709,0.77692,0.69364,0.3114,0.22899,0.63533,0.000944,0.000944,0.000944
259,15535.6,0.38917,0.26377,0.84685,0.93032,0.72009,0.77253,0.69626,0.31557,0.22358,0.63948,0.000936,0.000936,0.000936
260,15594.6,0.38238,0.25875,0.84351,0.92264,0.71966,0.77196,0.69094,0.33367,0.2351,0.65526,0.000928,0.000928,0.000928
261,15653.4,0.38235,0.26505,0.84817,0.93213,0.71856,0.77348,0.684,0.34477,0.2396,0.66282,0.00092,0.00092,0.00092
262,15712.4,0.40554,0.27331,0.8488,0.94492,0.71736,0.77141,0.68518,0.33126,0.243,0.66299,0.000912,0.000912,0.000912
263,15771.7,0.38188,0.25848,0.84371,0.94861,0.70552,0.76321,0.68482,0.32411,0.23662,0.65544,0.000904,0.000904,0.000904
264,15835.7,0.3798,0.2607,0.84329,0.941,0.71874,0.77406,0.68924,0.31731,0.23459,0.64587,0.000896,0.000896,0.000896
265,15895.6,0.38333,0.25983,0.84672,0.9144,0.7201,0.77051,0.687,0.32059,0.23256,0.64646,0.000888,0.000888,0.000888
266,15954.5,0.39575,0.26769,0.84701,0.93909,0.70753,0.76586,0.68579,0.32671,0.23989,0.65165,0.00088,0.00088,0.00088
267,16013.4,0.39416,0.26571,0.84911,0.93835,0.70904,0.76685,0.68354,0.33886,0.25694,0.66654,0.000872,0.000872,0.000872
268,16072.1,0.38917,0.26651,0.84902,0.939,0.71328,0.76923,0.68636,0.3317,0.237,0.66181,0.000864,0.000864,0.000864
269,16130.8,0.39939,0.26749,0.84822,0.94147,0.70865,0.76607,0.68641,0.33652,0.23468,0.66775,0.000856,0.000856,0.000856
270,16189.6,0.36967,0.25345,0.84882,0.93787,0.71566,0.77422,0.69119,0.34258,0.26314,0.68041,0.000848,0.000848,0.000848
271,16248.5,0.3854,0.26377,0.84478,0.93216,0.71872,0.77515,0.69454,0.34274,0.26042,0.68576,0.00084,0.00084,0.00084
272,16307.1,0.39364,0.26576,0.84864,0.93023,0.7176,0.77345,0.69425,0.34514,0.28322,0.68584,0.000832,0.000832,0.000832
273,16365.9,0.37762,0.25795,0.84767,0.9474,0.70767,0.7724,0.69183,0.33993,0.27661,0.67929,0.000824,0.000824,0.000824
274,16424.8,0.40397,0.27409,0.84979,0.94993,0.7182,0.77497,0.69434,0.3179,0.24532,0.6446,0.000816,0.000816,0.000816
275,16483.7,0.38632,0.26411,0.84859,0.94528,0.71418,0.7723,0.69147,0.32084,0.23757,0.6433,0.000808,0.000808,0.000808
276,16542.7,0.38951,0.26794,0.8505,0.93729,0.71856,0.77404,0.69067,0.32293,0.24212,0.64863,0.0008,0.0008,0.0008
277,16601.5,0.38083,0.25852,0.84393,0.93536,0.72162,0.77616,0.69325,0.3202,0.2468,0.648,0.000792,0.000792,0.000792
278,16660.5,0.39102,0.26896,0.85102,0.9314,0.71807,0.77345,0.69171,0.32622,0.24287,0.65609,0.000784,0.000784,0.000784
279,16719.5,0.39964,0.26702,0.84591,0.94115,0.71151,0.77247,0.6919,0.32259,0.25266,0.65694,0.000776,0.000776,0.000776
280,16778.4,0.36455,0.25412,0.84773,0.92908,0.71845,0.76894,0.68858,0.32641,0.25636,0.66113,0.000768,0.000768,0.000768
281,16837.4,0.39642,0.26368,0.84534,0.94472,0.72298,0.77278,0.69281,0.31992,0.24368,0.65558,0.00076,0.00076,0.00076
282,16896.2,0.36532,0.2511,0.8466,0.93606,0.72351,0.7735,0.69505,0.32074,0.25129,0.65428,0.000752,0.000752,0.000752
283,16955.2,0.39292,0.26336,0.84603,0.94082,0.72237,0.77842,0.69935,0.32146,0.26186,0.66027,0.000744,0.000744,0.000744
284,17015.1,0.37679,0.25729,0.84781,0.93784,0.72528,0.7804,0.70069,0.31596,0.24404,0.64645,0.000736,0.000736,0.000736
285,17074.3,0.36909,0.24963,0.84369,0.94075,0.72227,0.77932,0.69876,0.32691,0.24798,0.65906,0.000728,0.000728,0.000728
286,17133.5,0.37682,0.25693,0.84773,0.93862,0.7186,0.7773,0.69604,0.3315,0.24825,0.66379,0.00072,0.00072,0.00072
287,17192.5,0.36237,0.24965,0.84663,0.94441,0.7151,0.77165,0.69242,0.33672,0.24107,0.6633,0.000712,0.000712,0.000712
288,17251.3,0.37232,0.25245,0.84669,0.93851,0.71659,0.77583,0.69453,0.32186,0.23149,0.65309,0.000704,0.000704,0.000704
289,17310.3,0.37577,0.25409,0.84342,0.93431,0.71953,0.77759,0.6976,0.31677,0.22664,0.64837,0.000696,0.000696,0.000696
290,17369.2,0.37595,0.25373,0.84476,0.9464,0.72078,0.77848,0.69689,0.32479,0.22731,0.65134,0.000688,0.000688,0.000688
291,17427.2,0.49358,0.34456,0.8467,0.92806,0.72091,0.77071,0.68816,0.33031,0.24535,0.65367,0.00068,0.00068,0.00068
292,17485.2,0.46676,0.29168,0.83583,0.93249,0.72076,0.77014,0.68497,0.33189,0.25254,0.64852,0.000672,0.000672,0.000672
293,17543.1,0.48706,0.30967,0.84217,0.9384,0.72094,0.77283,0.68578,0.34009,0.25933,0.66596,0.000664,0.000664,0.000664
294,17601.3,0.48281,0.29719,0.83512,0.93711,0.72394,0.77221,0.68921,0.34171,0.27275,0.66699,0.000656,0.000656,0.000656
295,17659.2,0.4565,0.28535,0.83713,0.93505,0.71964,0.7735,0.68734,0.35435,0.29932,0.68385,0.000648,0.000648,0.000648
296,17717.3,0.47944,0.29182,0.8365,0.94136,0.71987,0.7747,0.68856,0.36754,0.30622,0.69687,0.00064,0.00064,0.00064
297,17775.2,0.46163,0.28202,0.83561,0.93953,0.72094,0.77744,0.68844,0.3815,0.32523,0.72154,0.000632,0.000632,0.000632
298,17832.9,0.4624,0.28551,0.83199,0.93485,0.72259,0.77739,0.68847,0.37039,0.31851,0.7069,0.000624,0.000624,0.000624
299,17890.8,0.4564,0.28311,0.83525,0.93825,0.72086,0.77776,0.68838,0.35179,0.30442,0.67603,0.000616,0.000616,0.000616
300,17950.1,0.46147,0.28298,0.83705,0.93992,0.72164,0.77907,0.68885,0.36614,0.31931,0.70496,0.000608,0.000608,0.000608
